Gene Synonym,Gene name
XBS,TNXB
XBS,TNXB
XBS,TNXB
APRO5,TOB1
TOB,TOB1
TROB,TOB1
TROB1,TOB1
APRO5,TOB2
bK223H9,TOB2
TOB4,TOB2
TOBL,TOB2
TROB2,TOB2
crescerin,TOGARAM1
Crescerin-1,TOGARAM1
FAM179B,TOGARAM1
KIAA0423,TOGARAM1
IL-1RAcPIP,TOLLIP
TOLLIP-AS1,TOLLIP-DT
SRCASM,TOM1L1
bA613M10.3,TOMM5
C9orf105,TOMM5
Tom5,TOMM5
OBTP,TOMM6
Tom6,TOMM6
UNQ9438,TOMM20L
TOM22,TOMM22
HTOM34P,TOMM34
TOM34,TOMM34
KIAA0719,TOMM70
Tom70,TOMM70
TOMM70A,TOMM70
IKBR,TONSL
NFKBIL2,TONSL
TOP2,TOP2A
TOP2alpha,TOP2A
TOPIIA,TOP2A
TOP3,TOP3A
ZGRF7,TOP3A
TOP3B2,TOP3BP1
LUN,TOPORS
RP31,TOPORS
TP53BPL,TOPORS
TOPORSLP1,TOPORSLP
FLJ14771,TOR2A
TORP1,TOR2A
C9orf167,TOR4A
FLJ20245,TOR4A
KIAA0808,TOX
TOX1,TOX
C20orf100,TOX2
dJ1108D11.2,TOX2
GCX-1,TOX2
CAGF9,TOX3
TNRC9,TOX3
C14orf92,TOX4
KIAA0737,TOX4
LCP1,TOX4
53BP1,TP53BP1
p202,TP53BP1
TDRD30,TP53BP1
DKFZp434M1317,TP53INP1
FLJ22139,TP53INP1
P53DINP1,TP53INP1
SIP,TP53INP1
Teap,TP53INP1
TP53INP1A,TP53INP1
TP53INP1B,TP53INP1
C20orf110,TP53INP2
dJ1181N3.1,TP53INP2
DKFZp434B2411,TP53INP2
DKFZp434O0827,TP53INP2
DOR,TP53INP2
FLJ21759,TP53INP2
FLJ23500,TP53INP2
PINH,TP53INP2
BUD32,TP53RK
C20orf64,TP53RK
dJ101A2.2,TP53RK
Nori-2p,TP53RK
prpk,TP53RK
TPRKB,TP53RK
C20orf10,TP53TG5
CLG01,TP53TG5
dJ453C12.5,TP53TG5
5T4,TPBG
5T4,TPBG
5T4-AG,TPBG
5T4-AG,TPBG
D52,TPD52
hD52,TPD52
N8L,TPD52
D53,TPD52L1
hD53,TPD52L1
TPD53,TPD52L1
D54,TPD52L2
hD54,TPD52L2
TPD54,TPD52L2
D55,TPD52L3
NYD-SP25,TPD52L3
TPD55,TPD52L3
C19orf20,TPGS1
GTRGEO22,TPGS1
PGs1,TPGS1
C18orf10,TPGS2
DKFZP586M1523,TPGS2
HsT3006,TPGS2
PGs2,TPGS2
FLJ37295,TPH2
NTPH,TPH2
AMCD1,TPM2
DA1,TPM2
NEM4,TPM2
dJ1125A11.2,TPM3P2
TPM5P,TPM3P2
TPX,TPO
TPX,TPO
TPPII,TPP2
p25,TPPP
p25alpha,TPPP
TPPP/p25,TPPP
TPPP1,TPPP
C14orf8,TPPP2
CT152,TPPP2
p18,TPPP2
p25beta,TPPP2
CGI-38,TPPP3
p20,TPPP3
p25gamma,TPPP3
FLJ32197,TPRA1
GPR175,TPRA1
TMEM227,TPRA1
TPRA40,TPRA1
FAM79B,TPRG1
FLJ41238,TPRG1
FLJ43694,TPRG1
C9orf75,TPRN
DFNB79,TPRN
FLJ90254,TPRN
FLJ35107,TPRXL
TPRX3P,TPRXL
TPS1,TPSAB1
TPS2,TPSAB1
TPSB1,TPSAB1
Mastin,TPSP2
TANGO13A,TPST1
TANGO13B,TPST2
fortilin,TPT1
TCTP,TPT1
TPT1P,TPT1P1
FKSG2,TPT1P8
CT44,TPTE
PTEN2,TPTE
TPIP,TPTE2
psiTPTE22,TPTEP1
psiTPTE22,TPTEP1
Z98749.2,TPTEP2
C20orf1,TPX2
C20orf2,TPX2
DIL-2,TPX2
FLS353,TPX2
HCA519,TPX2
p100,TPX2
PP2447,TRABD
C2orf89,TRABD2A
TIKI1,TRABD2A
Hs.89862,TRADD
EBI6,TRAF1
TRAM,TRAM1
TRAMP,TRAM1
MGC26568,TRAM1L1
KIAA0057,TRAM2
HSP75,TRAP1
HSP90L,TRAP1
BET5,TRAPPC1
MUM2,TRAPPC1
hYP38334,TRAPPC2
MIP-2A,TRAPPC2
SEDL,TRAPPC2
SEDT,TRAPPC2
TRS20,TRAPPC2
ZNF547L,TRAPPC2
MIP-2A,TRAPPC2B
SEDLP,TRAPPC2B
SEDLP1,TRAPPC2B
TRAPPC2P1,TRAPPC2B
SEDLP2,TRAPPC2P2
SEDLP3,TRAPPC2P3
SEDLP4,TRAPPC2P4
SEDLP5,TRAPPC2P5
SEDLP7,TRAPPC2P7
TRAPPC2P3B,TRAPPC2P8
TRAPPC2P4B,TRAPPC2P9
TRAPPC2P5B,TRAPPC2P10
bA259P20.2,TRAPPC3L
BET3L,TRAPPC3L
FLJ11180,TRAPPC3L
PTD009,TRAPPC4
SBDN,TRAPPC4
TRS23,TRAPPC4
MGC52424,TRAPPC5
TRS31,TRAPPC5
HSPC289,TRAPPC6A
MGC2650,TRAPPC6A
TRS33,TRAPPC6A
GSG1,TRAPPC8
HsT2706,TRAPPC8
KIAA1012,TRAPPC8
TRS85,TRAPPC8
EHOC-1,TRAPPC10
TMEM1,TRAPPC10
TRS130,TRAPPC10
C4orf41,TRAPPC11
FLJ12716,TRAPPC11
foigr,TRAPPC11
gry,TRAPPC11
CGI-87,TRAPPC12
CGI-87,TRAPPC12
TTC-15,TRAPPC12
TTC-15,TRAPPC12
TTC15,TRAPPC12
TTC15,TRAPPC12
C5orf44,TRAPPC13
FLJ13611,TRAPPC13
MGC48585,TRAPPC13
BEC-1,TRARG1
DSPB1,TRARG1
IFITMD3,TRARG1
LOST1,TRARG1
TUSC5,TRARG1
HSPC062,TRAT1
TCRIM,TRAT1
TRIM,TRAT1
TCRAV1S1,TRAV1-1
TCRAV7S1,TRAV1-1
TRAV11,TRAV1-1
TCRAV20S1,TRAV4
TCRAV4S1,TRAV4
TCRAV5S1,TRAV6
TCRAV8S5,TRAV8-5
TRAV85,TRAV8-5
TCRAV10S1,TRAV10
TCRAV24S1,TRAV10
TCRAV12S3,TRAV12-3
TCRAV2S2,TRAV12-3
TRAV123,TRAV12-3
hADV14S1,TRAV14DV4
TCRAV6S1-hDV104S1,TRAV14DV4
TRAV14/DV4,TRAV14DV4
TCRAV15S1,TRAV15
TCRAV16S1,TRAV16
TCRAV9S1,TRAV16
TCRAV17S1,TRAV17
TCRAV3S1,TRAV17
TCRAV18S1,TRAV18
TCRAV12S1,TRAV19
TCRAV19S1,TRAV19
TCRAV13S1,TRAV22
TCRAV22S1,TRAV22
TCRAV17S1,TRAV23DV6
TRAV23/DV6,TRAV23DV6
TCRAV25S1,TRAV25
TCRAV32S1,TRAV25
TCRAV26S2,TRAV26-2
TCRAV4S1,TRAV26-2
TRAV262,TRAV26-2
TRAV29/DV5,TRAV29DV5
TCRAV31S1,TRAV31
C14orf12,TRAV33
TCRAV26S1,TRAV34
TCRAV34S1,TRAV34
TCRAV25S1,TRAV35
TCRAV35S1,TRAV35
TRAV36/DV7,TRAV36DV7
TCRAV14S2,TRAV38-1
TCRAV38S1,TRAV38-1
TRAV381,TRAV38-1
hADV38S2,TRAV38-2DV8
TCRAV14S1,TRAV38-2DV8
TRAV38-2/DV8,TRAV38-2DV8
TRAV382DV8,TRAV38-2DV8
TCRAV27S1,TRAV39
TCRAV39S1,TRAV39
TCRAV31S1,TRAV40
TCRAV40S1,TRAV40
TCRAV19S1,TRAV41
TCRAV41S1,TRAV41
BV05S1J2.2,TRBC1
TCRBC1,TRBC1
TCRBC2,TRBC2
TCRBD1,TRBD1
TCRBJ1S1,TRBJ1-1
TRBJ11,TRBJ1-1
TCRBJ1S2,TRBJ1-2
TRBJ12,TRBJ1-2
TCRBJ1S3,TRBJ1-3
TRBJ13,TRBJ1-3
TCRBJ1S4,TRBJ1-4
TRBJ14,TRBJ1-4
TCRBJ1S5,TRBJ1-5
TRBJ15,TRBJ1-5
TCRBJ1S6,TRBJ1-6
TRBJ16,TRBJ1-6
TCRBJ2S1,TRBJ2-1
TRBJ21,TRBJ2-1
TCRBJ2S2,TRBJ2-2
TRBJ22,TRBJ2-2
TRBJ22P,TRBJ2-2P
TCRBJ2S3,TRBJ2-3
TRBJ23,TRBJ2-3
TCRBJ2S4,TRBJ2-4
TRBJ24,TRBJ2-4
TCRBJ2S5,TRBJ2-5
TRBJ25,TRBJ2-5
TCRBJ2S6,TRBJ2-6
TRBJ26,TRBJ2-6
TCRBJ2S7,TRBJ2-7
TRBJ27,TRBJ2-7
TCRBV1S1P,TRBV1
TCRBV1S1P,TRBV1
TCRBV27S1P,TRBV1
TCRBV27S1P,TRBV1
TCRBV22S1A2N1T,TRBV2
TCRBV22S1A2N1T,TRBV2
TCRBV2S1,TRBV2
TCRBV2S1,TRBV2
TCRBV3S1,TRBV3-1
TCRBV3S1,TRBV3-1
TCRBV9S1A1T,TRBV3-1
TCRBV9S1A1T,TRBV3-1
TRBV31,TRBV3-1
TRBV31,TRBV3-1
BV07S1J2.7,TRBV4-1
BV07S1J2.7,TRBV4-1
TCRBV4S1,TRBV4-1
TCRBV4S1,TRBV4-1
TCRBV7S1A1N2T,TRBV4-1
TCRBV7S1A1N2T,TRBV4-1
TRBV41,TRBV4-1
TRBV41,TRBV4-1
TCRBV4S2,TRBV4-2
TCRBV4S2,TRBV4-2
TCRBV7S3A2T,TRBV4-2
TCRBV7S3A2T,TRBV4-2
TRBV42,TRBV4-2
TRBV42,TRBV4-2
TCRBV5S1,TRBV5-1
TCRBV5S1,TRBV5-1
TCRBV5S1A1T,TRBV5-1
TCRBV5S1A1T,TRBV5-1
TRBV51,TRBV5-1
TRBV51,TRBV5-1
TCRBV31S1,TRBV5-2
TCRBV31S1,TRBV5-2
TCRBV5S2P,TRBV5-2
TCRBV5S2P,TRBV5-2
TRBV52,TRBV5-2
TRBV52,TRBV5-2
TCRBV5S3,TRBV5-3
TCRBV5S3,TRBV5-3
TCRBV5S5P,TRBV5-3
TCRBV5S5P,TRBV5-3
TRBV53,TRBV5-3
TRBV53,TRBV5-3
TCRBV5S4,TRBV5-4
TCRBV5S6A3N2T,TRBV5-4
TRBV54,TRBV5-4
TCRBV5S3A2T,TRBV5-5
TCRBV5S5,TRBV5-5
TRBV55,TRBV5-5
TCRBV5S2,TRBV5-6
TCRBV5S6,TRBV5-6
TRBV56,TRBV5-6
TCRBV5S7,TRBV5-7
TCRBV5S7P,TRBV5-7
TRBV57,TRBV5-7
TCRBV13S3,TRBV6-1
TCRBV13S3,TRBV6-1
TCRBV6S1,TRBV6-1
TCRBV6S1,TRBV6-1
TRBV61,TRBV6-1
TRBV61,TRBV6-1
TCRBV13S2A1T,TRBV6-2
TCRBV13S2A1T,TRBV6-2
TCRBV6S2,TRBV6-2
TCRBV6S2,TRBV6-2
TRBV62,TRBV6-2
TRBV62,TRBV6-2
TCRBV13S5,TRBV6-4
TCRBV13S5,TRBV6-4
TCRBV6S4,TRBV6-4
TCRBV6S4,TRBV6-4
TRBV64,TRBV6-4
TRBV64,TRBV6-4
TCRBV13S1,TRBV6-5
TCRBV6S5,TRBV6-5
TRBV65,TRBV6-5
TCRBV13S6A2T,TRBV6-6
TCRBV6S6,TRBV6-6
TRBV66,TRBV6-6
TCRBV13S8P,TRBV6-7
TCRBV6S7,TRBV6-7
TRBV67,TRBV6-7
TCRBV13S7P,TRBV6-8
TCRBV6S8,TRBV6-8
TRBV68,TRBV6-8
TCRBV6S7P,TRBV7-1
TCRBV6S7P,TRBV7-1
TCRBV7S1,TRBV7-1
TCRBV7S1,TRBV7-1
TRBV71,TRBV7-1
TRBV71,TRBV7-1
TCRBV6S5A1N1,TRBV7-2
TCRBV6S5A1N1,TRBV7-2
TCRBV7S2,TRBV7-2
TCRBV7S2,TRBV7-2
TRBV72,TRBV7-2
TRBV72,TRBV7-2
TCRBV6S1A1N1,TRBV7-3
TCRBV6S1A1N1,TRBV7-3
TCRBV7S3,TRBV7-3
TCRBV7S3,TRBV7-3
TRBV73,TRBV7-3
TRBV73,TRBV7-3
TCRBV6S8A2T,TRBV7-4
TCRBV7S4,TRBV7-4
TRBV74,TRBV7-4
TCRBV6S9P,TRBV7-5
TCRBV7S5,TRBV7-5
TRBV75,TRBV7-5
TCRBV6S3A1N1T,TRBV7-6
TCRBV7S6,TRBV7-6
TRBV76,TRBV7-6
TCRBV6S6A2T,TRBV7-7
TCRBV7S7,TRBV7-7
TRBV77,TRBV7-7
TCRBV6S4A1,TRBV7-9
TCRBV7S9,TRBV7-9
TRBV79,TRBV7-9
TCRBV30S1P,TRBV8-1
TCRBV30S1P,TRBV8-1
TCRBV8S1P,TRBV8-1
TCRBV8S1P,TRBV8-1
TRBV81,TRBV8-1
TRBV81,TRBV8-1
TCRBV32S1P,TRBV8-2
TCRBV32S1P,TRBV8-2
TRBV82,TRBV8-2
TRBV82,TRBV8-2
TCRBV1S1A1N1,TRBV9
TCRBV1S1A1N1,TRBV9
TCRBV9S1,TRBV9
TCRBV9S1,TRBV9
TCRBV10S1,TRBV10-1
TCRBV12S2,TRBV10-1
TCRBV12S2A1T,TRBV10-1
TRBV101,TRBV10-1
TCRBV10S2,TRBV10-2
TCRBV12S3,TRBV10-2
TRBV102,TRBV10-2
TCRBV10S3,TRBV10-3
TCRBV12S1A1N2,TRBV10-3
TRBV103,TRBV10-3
TCRBV11S1,TRBV11-1
TCRBV21S1,TRBV11-1
TRBV111,TRBV11-1
TCRBV11S2,TRBV11-2
TCRBV21S3A2N2T,TRBV11-2
TRBV112,TRBV11-2
TCRBV11S3,TRBV11-3
TCRBV21S2A2,TRBV11-3
TRBV113,TRBV11-3
TCRBV12S1,TRBV12-1
TCRBV8S4P,TRBV12-1
TRBV121,TRBV12-1
TCRBV12S2,TRBV12-2
TCRBV8S5P,TRBV12-2
TRBV122,TRBV12-2
TCRBV12S3,TRBV12-3
TCRBV8S1,TRBV12-3
TRBV123,TRBV12-3
TCRBV12S4,TRBV12-4
TCRBV8S2A1T,TRBV12-4
TRBV124,TRBV12-4
TCRBV12S5,TRBV12-5
TCRBV8S3,TRBV12-5
TRBV125,TRBV12-5
TCRBV13S1,TRBV13
TCRBV23S1A2T,TRBV13
TCRBV14S1,TRBV14
TCRBV16S1A1N1,TRBV14
TCRBV15S1,TRBV15
TCRBV24S1A3T,TRBV15
TCRBV16S1,TRBV16
TCRBV25S1A2PT,TRBV16
TCRBV17S1,TRBV17
TCRBV26S1P,TRBV17
TCRBV18S1,TRBV18
TCRBV17S1A1T,TRBV19
TCRBV19S1,TRBV19
TCRBV20S1,TRBV20-1
TCRBV2S1,TRBV20-1
TRBV201,TRBV20-1
TCRBV10S1P,TRBV21-1
TCRBV21S1,TRBV21-1
TRBV211,TRBV21-1
TCRBV10O,TRBV21OR9-2
TCRBV10S2O,TRBV21OR9-2
TCRBV21S2,TRBV21OR9-2
TRBV21/OR9-2,TRBV21OR9-2
TCRBV22S1,TRBV22-1
TCRBV29S1P,TRBV22-1
TRBV22,TRBV22-1
TCRBV22S2,TRBV22OR9-2
TCRBV29S2O,TRBV22OR9-2
TRBV22/OR9-2,TRBV22OR9-2
TCRBV19S1P,TRBV23-1
TCRBV23S1,TRBV23-1
TRBV231,TRBV23-1
TCRBV19S2O,TRBV23OR9-2
TCRBV23S2,TRBV23OR9-2
TRBV23/OR9-2,TRBV23OR9-2
TRBV23OR92,TRBV23OR9-2
TCRBV15S1,TRBV24-1
TCRBV24S1,TRBV24-1
TRBV241,TRBV24-1
TCRBV15O,TRBV24OR9-2
TCRBV15S2O,TRBV24OR9-2
TCRBV24S2,TRBV24OR9-2
TRBV24/OR9-2,TRBV24OR9-2
TCRBV11S1A1T,TRBV25-1
TCRBV25S1,TRBV25-1
TRBV251,TRBV25-1
TCRBV11O,TRBV25OR9-2
TCRBV11S2O,TRBV25OR9-2
TCRBV25S2,TRBV25OR9-2
TRBV25/OR9-2,TRBV25OR9-2
TCRBV26S1,TRBV26
TCRBV28S1P,TRBV26
TCRBV26S2,TRBV26OR9-2
TCRBV28S2,TRBV26OR9-2
TCRBV28S2O,TRBV26OR9-2
TRBV26/OR9-2,TRBV26OR9-2
TCRBV14S1,TRBV27
TCRBV27S1,TRBV27
TCRBV28S1,TRBV28
TCRBV3S1,TRBV28
TCRBV29S1,TRBV29-1
TCRBV4S1A1T,TRBV29-1
TRBV291,TRBV29-1
TCRBV29S2,TRBV29OR9-2
TCRBV4O,TRBV29OR9-2
TCRBV4S2O,TRBV29OR9-2
TRBV29/OR9-2,TRBV29OR9-2
TCRBV20S1A1N2,TRBV30
TCRBV30S1,TRBV30
TCRBV33S1,TRBVA
TCRBV34S1,TRBVB
DNMT2,TRDMT1
RNMT1,TRDMT1
TRISK,TRDN
hDV101S1,TRDV1
hDV102S1,TRDV2
MGC117421,TRDV2
hDV103S1,TRDV3
MGC129621,TREH
TRE,TREH
TREA,TREH
CD354,TREM1
TREM-1,TREM1
TREM-2,TREM2
Trem2a,TREM2
Trem2b,TREM2
Trem2c,TREM2
C6orf76,TREML2
dJ238O23.1,TREML2
FLJ13693,TREML2
TLT2,TREML2
TLT4,TREML4
TLT5,TREML5P
TREML2P,TREML5P
TREML2P1,TREML5P
LINC00651,TRERNA1
ncRNA-a7,TRERNA1
treRNA,TRERNA1
bA748L13.4,TRIAP1P1
bA748L13.4,TRIAP1P1
C10orf135,TRIAP1P1
C10orf135,TRIAP1P1
C8FW,TRIB1
GIG2,TRIB1
TRB1,TRIB1
C20orf97,TRIB3
dJ1103G7.3,TRIB3
TRB3,TRIB3
KIAA0644,TRIL
RNF89,TRIM6
GERP,TRIM8
RNF27,TRIM8
RNF91,TRIM9
SPRING,TRIM9
HERF1,TRIM10
HERF1,TRIM10
HERF1,TRIM10
HERF1,TRIM10
HERF1,TRIM10
HERF1,TRIM10
HERF1,TRIM10
HERF1,TRIM10
RFB30,TRIM10
RFB30,TRIM10
RFB30,TRIM10
RFB30,TRIM10
RFB30,TRIM10
RFB30,TRIM10
RFB30,TRIM10
RFB30,TRIM10
RNF9,TRIM10
RNF9,TRIM10
RNF9,TRIM10
RNF9,TRIM10
RNF9,TRIM10
RNF9,TRIM10
RNF9,TRIM10
RNF9,TRIM10
DLEU5,TRIM13
Leu5,TRIM13
RFP2,TRIM13
RNF77,TRIM13
RNF93,TRIM15
RNF93,TRIM15
RNF93,TRIM15
RNF93,TRIM15
RNF93,TRIM15
RNF93,TRIM15
RNF93,TRIM15
RNF93,TRIM15
ZNF178,TRIM15
ZNF178,TRIM15
ZNF178,TRIM15
ZNF178,TRIM15
ZNF178,TRIM15
ZNF178,TRIM15
ZNF178,TRIM15
ZNF178,TRIM15
ZNFB7,TRIM15
ZNFB7,TRIM15
ZNFB7,TRIM15
ZNFB7,TRIM15
ZNFB7,TRIM15
ZNFB7,TRIM15
ZNFB7,TRIM15
ZNFB7,TRIM15
RBCC,TRIM17
RNF16,TRIM17
terf,TRIM17
RNF81,TRIM21
RO52,TRIM21
SSA1,TRIM21
ARD1,TRIM23
ARFD1,TRIM23
RNF46,TRIM23
hTIF1,TRIM24
RNF82,TRIM24
TIF1,TRIM24
Tif1a,TRIM24
RNF95,TRIM26
RNF95,TRIM26
RNF95,TRIM26
RNF95,TRIM26
RNF95,TRIM26
RNF95,TRIM26
RNF95,TRIM26
RNF95,TRIM26
ZNF173,TRIM26
ZNF173,TRIM26
ZNF173,TRIM26
ZNF173,TRIM26
ZNF173,TRIM26
ZNF173,TRIM26
ZNF173,TRIM26
ZNF173,TRIM26
Em:AB023053.1,TRIM26BP
Em:AB023053.1,TRIM26BP
Em:AB023053.1,TRIM26BP
Em:AB023053.1,TRIM26BP
Em:AB023053.1,TRIM26BP
Em:AB023053.1,TRIM26BP
TRIM26P,TRIM26BP
TRIM26P,TRIM26BP
TRIM26P,TRIM26BP
TRIM26P,TRIM26BP
TRIM26P,TRIM26BP
TRIM26P,TRIM26BP
TRIM26P1,TRIM26BP
TRIM26P1,TRIM26BP
TRIM26P1,TRIM26BP
TRIM26P1,TRIM26BP
TRIM26P1,TRIM26BP
TRIM26P1,TRIM26BP
RFP,TRIM27
RFP,TRIM27
RFP,TRIM27
RFP,TRIM27
RFP,TRIM27
RFP,TRIM27
RFP,TRIM27
RNF76,TRIM27
RNF76,TRIM27
RNF76,TRIM27
RNF76,TRIM27
RNF76,TRIM27
RNF76,TRIM27
RNF76,TRIM27
ATDC,TRIM29
FLJ36085,TRIM29
C6orf13,TRIM31
C6orf13,TRIM31
C6orf13,TRIM31
C6orf13,TRIM31
C6orf13,TRIM31
C6orf13,TRIM31
C6orf13,TRIM31
C6orf13,TRIM31
HCG1,TRIM31
HCG1,TRIM31
HCG1,TRIM31
HCG1,TRIM31
HCG1,TRIM31
HCG1,TRIM31
HCG1,TRIM31
HCG1,TRIM31
HCGI,TRIM31
HCGI,TRIM31
HCGI,TRIM31
HCGI,TRIM31
HCGI,TRIM31
HCGI,TRIM31
HCGI,TRIM31
HCGI,TRIM31
RNF,TRIM31
RNF,TRIM31
RNF,TRIM31
RNF,TRIM31
RNF,TRIM31
RNF,TRIM31
RNF,TRIM31
RNF,TRIM31
BBS11,TRIM32
HT2A,TRIM32
LGMD2H,TRIM32
TATIP,TRIM32
FLJ11429,TRIM33
KIAA1113,TRIM33
PTC7,TRIM33
RFG7,TRIM33
TF1G,TRIM33
TIF1G,TRIM33
TIF1GAMMA,TRIM33
TIFGAMMA,TRIM33
HLS5,TRIM35
KIAA1098,TRIM35
MAIR,TRIM35
HAPRIN,TRIM36
RBCC728,TRIM36
RNF98,TRIM36
RNF15,TRIM38
RORET,TRIM38
RNF23,TRIM39
RNF23,TRIM39
RNF23,TRIM39
RNF23,TRIM39
RNF23,TRIM39
RNF23,TRIM39
RNF35,TRIM40
RNF35,TRIM40
RNF35,TRIM40
RNF35,TRIM40
RNF35,TRIM40
RNF35,TRIM40
RNF35,TRIM40
RNF35,TRIM40
FLJ40097,TRIM42
PPP1R40,TRIM42
T4A1,TRIM42
DIPB,TRIM44
MC7,TRIM44
FLJ13181,TRIM45
RNF99,TRIM45
GOA,TRIM47
RNF100,TRIM47
RNF101,TRIM48
RNF18,TRIM49
TRIM49A,TRIM49
SPRYD5,TRIM51
TRIM51A,TRIM51
SPRYD5P,TRIM51BP
SPRYD5P1,TRIM51BP
TRIM53B,TRIM53BP
TRIM53L,TRIM53BP
TRIM80P,TRIM53BP
MURF-2,TRIM55
RNF29,TRIM55
FLJ35882,TRIM60
RNF129,TRIM60
RNF33,TRIM60
TRIM60P3,TRIM60P3Y
TRIM60PY3,TRIM60P3Y
TRIM60P5,TRIM60P5Y
TRIM60PY5,TRIM60P5Y
TRIM60P8,TRIM60P8Y
TRIM60PY8,TRIM60P8Y
TRIM60P9,TRIM60P9Y
TRIM60PY9,TRIM60P9Y
TRIM60P10,TRIM60P10Y
TRIM60PY10,TRIM60P10Y
TRIM60P11,TRIM60P11Y
TRIM60PY11,TRIM60P11Y
RNF35,TRIM61
FLJ10369,TRIM68
RNF137,TRIM68
SS-56,TRIM68
RNF36,TRIM69
RNF36,TRIM69
Trif,TRIM69
Trif,TRIM69
TRIMLESS,TRIM69
TRIMLESS,TRIM69
MG53,TRIM72
TRIM77P,TRIM77
TRIM47LP,TRIM80P
FLJ36180,TRIML1
RNF209,TRIML1
DFNB28,TRIOBP
HRIHFB2122,TRIOBP
KIAA1662,TRIOBP
TAP68,TRIOBP
Tara,TRIOBP
ASC-1,TRIP4
HsT17391,TRIP4
ZC2HC5,TRIP4
CIP4,TRIP10
HSTP,TRIP10
STOT,TRIP10
STP,TRIP10
CEV14,TRIP11
GMAP-210,TRIP11
GMAP210,TRIP11
Trip230,TRIP11
C8orf83,TRIQK
DKFZp779L1068,TRIQK
LOC286144,TRIQK
PRO0845,TRIQK
C19orf43,TRIR
fSAP18,TRIR
MGC2803,TRIR
TERCIR,TRIR
C1orf25,TRMT1L
HTF9C,TRMT2A
CXorf34,TRMT2B
FLJ12687,TRMT2B
CGI-09,TRMT6
GCD10,TRMT6
Gcd10p,TRMT6
MGC5029,TRMT6
C8orf79,TRMT9B
C8orf79,TRMT9B
FLJ36980,TRMT9B
FLJ36980,TRMT9B
hTRM9L,TRMT9B
hTRM9L,TRMT9B
KIAA1456,TRMT9B
KIAA1456,TRMT9B
TRM9L,TRMT9B
TRM9L,TRMT9B
MGC27034,TRMT10A
RG9MTD2,TRMT10A
TRM10,TRMT10A
bA3J10.9,TRMT10B
FLJ31455,TRMT10B
RG9MTD3,TRMT10B
C6orf75,TRMT11
dJ187J11.2,TRMT11
MDS024,TRMT11
TRM11,TRMT11
TRMT11-1,TRMT11
FLJ20772,TRMT12
Trm12,TRMT12
TYW2,TRMT12
C4orf23,TRMT44
FLJ35725,TRMT44
METTL19,TRMT44
TRM44,TRMT44
C14orf172,TRMT61A
FLJ40452,TRMT61A
GCD14,TRMT61A
Gcd14p,TRMT61A
hTRM61,TRMT61A
FLJ10140,TRMU
MTO2,TRMU
MTU1,TRMU
TRMT,TRMU
KIAA1114,TRO
MAGE-D3,TRO
MAGED3,TRO
ANKTM1,TRPA1
HTRP4,TRPC4
TRP4,TRPC4
C20orf188,TRPC4AP
dJ756N5.2,TRPC4AP
DKFZp586C1223,TRPC4AP
DKFZP727M231,TRPC4AP
PPP1R158,TRPC4AP
TRRP4AP,TRPC4AP
PPP1R159,TRPC5
TRPC5-AS1,TRPC5OS
FSGS2,TRPC6
TRP6,TRPC6
TRPC6L,TRPC6P1
TRPC6P,TRPC6P1
CSNB1C,TRPM1
LTRPC1,TRPM1
MLSN1,TRPM1
EREG1,TRPM2
KNP3,TRPM2
LTRPC2,TRPM2
NUDT9H,TRPM2
NUDT9L1,TRPM2
TRPC7,TRPM2
TRPM2-AS1,TRPM2-AS
CHAK2,TRPM6
FLJ22628,TRPM6
HOMG,TRPM6
HSH,TRPM6
CHAK1,TRPM7
LTRPC7,TRPM7
TRP-PLIK,TRPM7
GC79,TRPS1
LGCR,TRPS1
AF178030.2,TRPS1-AS1
VRL3,TRPV3
CaT2,TRPV5
ECAC1,TRPV5
CaT1,TRPV6
ECAC2,TRPV6
PUS4,TRUB1
CLONE24922,TRUB2
C6orf10,TSBP1
C6orf10,TSBP1
C6orf10,TSBP1
C6orf10,TSBP1
C6orf10,TSBP1
C6orf10,TSBP1
C6orf10,TSBP1
TSBP,TSBP1
TSBP,TSBP1
TSBP,TSBP1
TSBP,TSBP1
TSBP,TSBP1
TSBP,TSBP1
TSBP,TSBP1
XXbac-BPG154L12.4,TSBP1-AS1
XXbac-BPG154L12.4,TSBP1-AS1
XXbac-BPG154L12.4,TSBP1-AS1
XXbac-BPG154L12.4,TSBP1-AS1
XXbac-BPG154L12.4,TSBP1-AS1
XXbac-BPG154L12.4,TSBP1-AS1
XXbac-BPG154L12.4,TSBP1-AS1
hamartin,TSC1
KIAA0243,TSC1
LAM,TSC1
TSC,TSC1
MGC17597,TSC22D1
TGFB1I4,TSC22D1
TSC22,TSC22D1
DIP,TSC22D3
DSIPI,TSC22D3
GILZ,TSC22D3
hDIP,TSC22D3
TSC-22R,TSC22D3
LENG5,TSEN34
LENG5,TSEN34
LENG5,TSEN34
LENG5,TSEN34
LENG5,TSEN34
LENG5,TSEN34
LENG5,TSEN34
LENG5,TSEN34
LENG5,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
SEN34L,TSEN34
